id_titulo,id_pais,es_primario
303,16,True
304,5,True
305,115,True
306,5,True
306,103,False
307,78,True
308,116,True
309,116,True
311,116,True
312,68,True
313,116,True
314,109,True
315,116,True
316,116,True
316,78,False
317,109,True
318,116,True
320,109,True
322,109,True
323,109,True
324,116,True
325,52,True
326,116,True
327,116,True
328,116,True
328,115,False
329,17,True
329,116,False
330,116,True
330,21,False
331,116,True
331,21,False
333,116,True
333,68,False
334,116,True
335,116,True
336,116,True
338,116,True
338,21,False
339,54,True
341,116,True
341,115,False
342,116,True
343,116,True
344,116,True
345,116,True
346,116,True
346,21,False
347,116,True
348,103,True
348,115,False
348,116,False
349,115,True
349,116,False
350,116,True
351,116,True
352,116,True
352,39,False
353,116,True
353,24,False
354,116,True
355,116,True
356,116,True
357,116,True
357,37,False
358,103,True
358,37,False
358,115,False
358,116,False
359,116,True
360,116,True
361,116,True
362,116,True
366,37,True
366,3,False
367,115,True
371,116,True
375,78,True
378,86,True
379,116,True
381,116,True
383,116,True
384,46,True
386,39,True
387,116,True
387,21,False
390,37,True
390,51,False
390,39,False
390,116,False
390,115,False
391,116,True
392,21,True
392,116,False
393,116,True
394,7,True
402,103,True
403,115,True
404,116,True
411,46,True
416,46,True
426,116,True
427,76,True
430,78,True
434,116,True
435,5,True
437,93,True
438,116,True
440,110,True
441,116,True
443,116,True
443,21,False
446,116,True
447,116,True
448,116,True
449,116,True
450,116,True
451,116,True
452,116,True
453,47,True
454,54,True
457,101,True
458,34,True
458,30,False
458,39,False
460,116,True
461,116,True
461,21,False
463,116,True
464,52,True
470,116,True
470,21,False
473,116,True
474,116,True
475,116,True
475,107,False
478,116,True
479,39,True
487,43,True
487,21,False
487,116,False
489,116,True
490,58,True
490,116,False
492,116,True
493,116,True
494,116,True
494,54,False
495,116,True
497,37,True
497,21,False
497,116,False
497,103,False
500,116,True
503,78,True
504,86,True
507,7,True
509,37,True
509,75,False
509,96,False
510,116,True
511,21,True
512,116,True
513,37,True
513,13,False
514,116,True
515,115,True
516,115,True
517,110,True
518,54,True
519,46,True
520,115,True
521,116,True
522,21,True
523,91,True
524,115,True
525,54,True
526,116,True
526,21,False
527,116,True
528,50,True
528,116,False
528,115,False
529,46,True
530,34,True
531,116,True
532,65,True
533,116,True
534,51,True
535,47,True
536,21,True
537,7,True
538,54,True
539,115,True
540,7,True
540,76,False
541,115,True
541,39,False
542,46,True
543,46,True
544,13,True
544,75,False
545,21,True
546,101,True
548,116,True
549,116,True
552,46,True
554,37,True
555,78,True
556,101,True
556,29,False
557,101,True
558,7,True
558,116,False
559,116,True
560,116,True
560,39,False
562,116,True
563,116,True
564,116,True
565,116,True
566,7,True
566,39,False
567,116,True
567,39,False
568,116,True
569,116,True
570,120,True
573,115,True
573,13,False
574,116,True
574,24,False
575,116,True
575,24,False
576,116,True
577,115,True
577,7,False
577,116,False
579,37,True
579,54,False
579,116,False
580,116,True
582,116,True
583,116,True
584,116,True
584,115,False
585,116,True
586,115,True
586,116,False
589,116,True
590,115,True
592,116,True
593,116,True
594,116,True
595,116,True
595,39,False
596,39,True
596,116,False
597,116,True
598,116,True
599,116,True
599,115,False
600,116,True
601,116,True
602,116,True
603,116,True
604,116,True
605,115,True
605,39,False
605,103,False
605,116,False
606,116,True
607,115,True
607,116,False
607,37,False
607,52,False
608,116,True
609,116,True
609,39,False
609,21,False
610,116,True
610,37,False
610,52,False
610,115,False
611,116,True
611,115,False
611,39,False
611,44,False
612,116,True
612,21,False
613,116,True
613,76,False
614,78,True
615,116,True
615,76,False
616,116,True
618,106,True
619,116,True
621,116,True
623,116,True
626,68,True
628,24,True
629,116,True
631,116,True
632,54,True
635,37,True
636,60,True
637,116,True
637,21,False
639,116,True
643,54,True
644,116,True
649,116,True
651,16,True
652,78,True
655,90,True
656,90,True
657,90,True
658,116,True
660,110,True
661,116,True
662,37,True
663,116,True
665,103,True
666,36,True
666,39,False
668,116,True
669,116,True
670,103,True
674,5,True
675,116,True
676,54,True
677,116,True
678,21,True
678,116,False
679,116,True
680,110,True
681,116,True
682,115,True
683,7,True
685,103,True
686,116,True
687,101,True
689,78,True
695,60,True
695,108,False
697,21,True
697,116,False
699,85,True
700,45,True
702,21,True
703,116,True
704,111,True
706,39,True
709,116,True
710,5,True
712,52,True
714,116,True
717,116,True
719,116,True
720,116,True
722,116,True
723,116,True
724,116,True
725,116,True
725,115,False
727,116,True
728,116,True
729,116,True
732,101,True
734,30,True
735,37,True
735,116,False
736,46,True
737,116,True
737,46,False
738,85,True
738,96,False
738,47,False
740,24,True
740,116,False
740,21,False
741,116,True
742,60,True
742,114,False
743,120,True
744,21,True
744,116,False
744,30,False
745,25,True
746,114,True
747,116,True
748,78,True
749,116,True
750,116,True
751,68,True
751,37,False
751,25,False
753,116,True
753,115,False
754,25,True
755,115,True
755,116,False
756,75,True
757,78,True
758,116,True
759,115,True
763,101,True
764,116,True
765,100,True
766,103,True
767,68,True
768,54,True
769,106,True
770,5,True
771,114,True
773,52,True
774,85,True
775,116,True
776,116,True
777,116,True
778,116,True
779,54,True
780,116,True
781,115,True
783,21,True
783,116,False
784,16,True
785,116,True
785,21,False
786,116,True
787,116,True
788,116,True
789,116,True
790,115,True
791,116,True
792,116,True
793,116,True
794,116,True
795,78,True
796,116,True
797,116,True
798,116,True
799,116,True
800,116,True
801,116,True
802,116,True
803,39,True
803,116,False
803,37,False
804,54,True
805,21,True
805,116,False
809,116,True
809,17,False
810,116,True
811,116,True
813,116,True
814,116,True
814,21,False
815,116,True
817,115,True
817,37,False
817,39,False
817,116,False
818,116,True
819,116,True
820,116,True
821,114,True
822,115,True
823,116,True
824,116,True
825,116,True
826,116,True
827,116,True
829,116,True
831,116,True
834,51,True
835,116,True
837,110,True
838,79,True
838,30,False
839,5,True
840,108,True
840,37,False
840,60,False
840,89,False
841,52,True
844,54,True
847,116,True
849,116,True
851,46,True
854,116,True
856,116,True
858,103,True
860,34,True
861,7,True
863,116,True
864,116,True
866,116,True
867,116,True
868,116,True
869,21,True
869,116,False
870,68,True
871,116,True
872,46,True
873,116,True
874,46,True
875,115,True
877,46,True
878,46,True
879,13,True
879,75,False
880,116,True
881,116,True
881,29,False
882,100,True
883,67,True
884,116,True
885,101,True
886,21,True
886,100,False
888,8,True
890,116,True
891,116,True
892,115,True
893,46,True
895,68,True
895,16,False
896,37,True
896,116,False
897,116,True
900,103,True
901,116,True
902,116,True
903,101,True
904,46,True
905,116,True
906,24,True
907,111,True
908,116,True
909,116,True
910,46,True
911,116,True
912,46,True
914,46,True
915,115,True
915,116,False
916,39,True
916,37,False
917,116,True
918,116,True
919,46,True
920,116,True
921,68,True
921,116,False
922,116,True
923,116,True
925,116,True
927,116,True
929,116,True
931,116,True
932,116,True
933,115,True
933,37,False
933,103,False
933,116,False
934,115,True
934,116,False
935,115,True
935,21,False
935,116,False
936,116,True
943,116,True
943,7,False
944,116,True
945,24,True
946,115,True
947,116,True
947,37,False
948,116,True
948,115,False
948,37,False
949,116,True
950,116,True
950,91,False
951,116,True
951,115,False
951,76,False
952,116,True
953,116,True
954,116,True
955,21,True
956,37,True
956,116,False
957,116,True
960,46,True
963,116,True
963,115,False
967,16,True
969,86,True
970,116,True
971,116,True
972,103,True
973,111,True
974,46,True
975,46,True
976,116,True
977,111,True
978,111,True
979,111,True
980,111,True
981,111,True
982,111,True
983,111,True
984,103,True
985,111,True
986,111,True
987,111,True
989,110,True
990,111,True
991,111,True
992,34,True
994,116,True
995,78,True
996,111,True
997,54,True
998,7,True
998,115,False
999,46,True
1000,39,True
1000,116,False
1002,21,True
1002,78,False
1002,116,False
1003,68,True
1004,52,True
1005,7,True
1012,116,True
1013,68,True
1014,37,True
1014,116,False
1014,115,False
1014,21,False
1015,37,True
1015,115,False
1016,116,True
1017,46,True
1018,46,True
1019,46,True
1020,46,True
1020,115,False
1021,46,True
1022,46,True
1023,46,True
1024,46,True
1025,116,True
1027,116,True
1028,21,True
1028,116,False
1028,68,False
1030,116,True
1031,85,True
1032,39,True
1033,101,True
1034,115,True
1034,39,False
1034,116,False
1035,116,True
1036,29,True
1036,115,False
1036,116,False
1037,116,True
1038,46,True
1040,116,True
1041,54,True
1042,54,True
1043,116,True
1044,116,True
1045,54,True
1046,116,True
1047,116,True
1048,60,True
1049,116,True
1049,37,False
1050,24,True
1050,115,False
1051,54,True
1052,54,True
1053,116,True
1054,116,True
1056,116,True
1058,116,True
1059,52,True
1059,115,False
1060,116,True
1061,116,True
1061,46,False
1062,116,True
1063,101,True
1064,116,True
1065,101,True
1066,21,True
1067,24,True
1067,109,False
1068,110,True
1069,116,True
1070,46,True
1071,116,True
1076,116,True
1076,16,False
1076,54,False
1076,103,False
1076,46,False
1080,51,True
1080,116,False
1081,24,True
1082,116,True
1084,116,True
1085,24,True
1086,101,True
1087,78,True
1088,46,True
1089,116,True
1090,116,True
1091,47,True
1092,54,True
1094,46,True
1098,116,True
1098,24,False
1098,115,False
1099,46,True
1100,20,True
1101,116,True
1102,116,True
1102,21,False
1103,116,True
1104,24,True
1105,116,True
1105,21,False
1106,115,True
1106,116,False
1107,116,True
1108,78,True
1109,46,True
1110,75,True
1111,37,True
1112,116,True
1112,115,False
1112,37,False
1113,116,True
1114,116,True
1115,46,True
1116,46,True
1118,60,True
1118,81,False
1118,30,False
1118,89,False
1119,116,True
1119,21,False
1120,116,True
1120,21,False
1121,54,True
1121,116,False
1122,116,True
1123,46,True
1124,117,True
1124,39,False
1125,116,True
1126,115,True
1127,116,True
1128,116,True
1129,116,True
1130,115,True
1132,54,True
1134,116,True
1135,116,True
1135,54,False
1136,116,True
1137,47,True
1138,34,True
1138,93,False
1139,115,True
1139,37,False
1139,86,False
1139,39,False
1139,116,False
1140,116,True
1141,116,True
1142,46,True
1143,116,True
1144,116,True
1145,116,True
1145,115,False
1146,50,True
1146,107,False
1146,115,False
1146,37,False
1146,116,False
1147,116,True
1147,68,False
1148,115,True
1149,101,True
1150,54,True
1151,116,True
1152,24,True
1152,115,False
1153,116,True
1154,115,True
1154,100,False
1154,37,False
1155,116,True
1156,78,True
1157,116,True
1158,116,True
1159,116,True
1161,50,True
1161,115,False
1161,37,False
1161,39,False
1162,115,True
1163,111,True
1164,103,True
1165,103,True
1166,46,True
1167,115,True
1168,52,True
1169,116,True
1170,54,True
1171,91,True
1171,116,False
1172,116,True
1173,100,True
1174,101,True
1175,101,True
1176,115,True
1176,116,False
1176,37,False
1177,54,True
1178,109,True
1179,116,True
1180,116,True
1180,54,False
1182,116,True
1183,115,True
1185,24,True
1186,78,True
1187,54,True
1188,116,True
1189,16,True
1190,116,True
1191,115,True
1191,116,False
1192,116,True
1193,115,True
1195,78,True
1196,116,True
1197,13,True
1198,115,True
1198,116,False
1199,39,True
1200,116,True
1201,116,True
1202,34,True
1203,46,True
1204,116,True
1204,46,False
1204,115,False
1205,116,True
1206,116,True
1206,115,False
1207,115,True
1209,111,True
1210,57,True
1211,101,True
1212,111,True
1213,111,True
1214,116,True
1216,111,True
1217,111,True
1218,115,True
1219,116,True
1220,111,True
1221,103,True
1221,5,False
1222,47,True
1223,116,True
1224,37,True
1227,39,True
1228,46,True
1229,46,True
1229,115,False
1229,37,False
1229,89,False
1230,34,True
1231,46,True
1232,116,True
1233,25,True
1234,78,True
1235,103,True
1237,37,True
1238,47,True
1239,116,True
1239,7,False
1240,116,True
1241,116,True
1242,116,True
1243,116,True
1244,116,True
1245,46,True
1246,116,True
1249,116,True
1252,116,True
1252,115,False
1253,39,True
1254,116,True
1255,116,True
1257,116,True
1257,39,False
1258,54,True
1259,13,True
1259,37,False
1260,116,True
1261,103,True
1262,5,True
1262,23,False
1264,116,True
1264,110,False
1265,116,True
1266,46,True
1267,23,True
1267,16,False
1268,39,True
1269,116,True
1269,25,False
1270,47,True
1271,116,True
1271,25,False
1273,116,True
1274,54,True
1275,116,True
1276,116,True
1278,116,True
1279,116,True
1280,21,True
1281,115,True
1282,46,True
1283,46,True
1284,116,True
1285,21,True
1285,116,False
1285,115,False
1286,101,True
1287,109,True
1288,115,True
1289,116,True
1291,115,True
1291,116,False
1292,46,True
1293,117,True
1294,46,True
1295,39,True
1296,46,True
1297,101,True
1298,116,True
1299,101,True
1301,116,True
1302,115,True
1303,116,True
1304,116,True
1305,116,True
1306,46,True
1307,116,True
1308,116,True
1309,115,True
1310,116,True
1311,116,True
1312,78,True
1313,115,True
1314,116,True
1315,116,True
1316,103,True
1317,46,True
1318,115,True
1319,116,True
1320,68,True
1321,63,True
1322,68,True
1323,103,True
1324,47,True
1325,116,True
1326,106,True
1327,86,True
1328,116,True
1329,116,True
1330,37,True
1331,116,True
1332,116,True
1333,116,True
1334,116,True
1334,19,False
1334,90,False
1335,24,True
1336,116,True
1337,37,True
1338,11,True
1339,103,True
1340,16,True
1341,109,True
1342,116,True
1343,101,True
1344,116,True
1345,52,True
1346,24,True
1347,86,True
1348,103,True
1348,13,False
1348,116,False
1349,116,True
1350,25,True
1351,116,True
1352,68,True
1353,116,True
1354,116,True
1355,21,True
1356,116,True
1357,116,True
1358,115,True
1359,116,True
1360,115,True
1360,116,False
1360,7,False
1361,85,True
1362,116,True
1363,21,True
1363,116,False
1363,37,False
1364,116,True
1365,116,True
1366,37,True
1367,87,True
1367,116,False
1368,116,True
1369,103,True
1370,116,True
1371,115,True
1372,116,True
1373,47,True
1374,111,True
1375,116,True
1376,116,True
1377,46,True
1378,116,True
1379,7,True
1379,116,False
1380,78,True
1381,116,True
1381,115,False
1384,21,True
1385,101,True
1386,54,True
1387,87,True
1387,103,False
1388,116,True
1388,37,False
1389,46,True
1389,116,False
1390,116,True
1391,115,True
1391,50,False
1392,116,True
1393,68,True
1394,116,True
1395,116,True
1396,116,True
1397,116,True
1398,115,True
1398,103,False
1398,116,False
1399,116,True
1399,110,False
1400,116,True
1401,116,True
1402,116,True
1403,116,True
1404,16,True
1405,116,True
1406,44,True
1406,116,False
1407,116,True
1408,116,True
1408,101,False
1409,116,True
1409,21,False
1410,116,True
1411,46,True
1412,116,True
1413,101,True
1414,47,True
1415,47,True
1416,116,True
1417,116,True
1418,5,True
1420,115,True
1421,116,True
1422,37,True
1423,46,True
1424,46,True
1425,21,True
1425,116,False
1425,22,False
1426,116,True
1427,46,True
1428,115,True
1429,46,True
1429,37,False
1430,46,True
1431,116,True
1432,111,True
1433,103,True
1434,47,True
1435,37,True
1435,21,False
1436,21,True
1436,44,False
1436,116,False
1438,116,True
1439,37,True
1440,116,True
1441,68,True
1441,116,False
1442,46,True
1444,116,True
1445,116,True
1446,79,True
1447,116,True
1448,116,True
1448,21,False
1449,116,True
1450,116,True
1451,116,True
1452,116,True
1453,116,True
1454,116,True
1455,116,True
1456,116,True
1457,116,True
1458,116,True
1459,115,True
1460,116,True
1461,68,True
1462,116,True
1464,21,True
1464,115,False
1464,116,False
1465,116,True
1466,116,True
1467,116,True
1468,115,True
1468,39,False
1468,37,False
1468,116,False
1469,101,True
1470,116,True
1471,116,True
1473,46,True
1474,116,True
1475,47,True
1476,47,True
1477,116,True
1478,116,True
1479,30,True
1479,116,False
1480,52,True
1481,115,True
1482,109,True
1484,101,True
1485,116,True
1486,116,True
1486,21,False
1487,116,True
1488,94,True
1489,37,True
1489,3,False
1490,46,True
1491,21,True
1492,46,True
1493,116,True
1494,85,True
1495,116,True
1496,47,True
1497,47,True
1498,85,True
1499,116,True
1500,116,True
1501,109,True
1502,116,True
1503,116,True
1504,101,True
1505,75,True
1506,116,True
1507,115,True
1507,36,False
1507,39,False
1507,116,False
1507,7,False
1507,54,False
1507,37,False
1507,50,False
1508,115,True
1509,115,True
1510,116,True
1511,116,True
1511,115,False
1512,34,True
1513,115,True
1514,116,True
1515,100,True
1516,116,True
1517,79,True
1518,116,True
1520,65,True
1521,46,True
1522,65,True
1523,65,True
1524,25,True
1525,21,True
1526,47,True
1527,85,True
1528,75,True
1529,101,True
1530,85,True
1531,116,True
1533,16,True
1535,85,True
1535,21,False
1535,115,False
1535,116,False
1536,100,True
1537,116,True
1538,116,True
1539,116,True
1539,54,False
1540,54,True
1541,116,True
1542,115,True
1543,46,True
1544,116,True
1545,21,True
1546,116,True
1547,116,True
1548,116,True
1549,116,True
1550,50,True
1550,37,False
1550,45,False
1550,116,False
1550,68,False
1550,13,False
1550,115,False
1550,43,False
1551,116,True
1552,115,True
1552,21,False
1552,116,False
1553,116,True
1554,116,True
1555,60,True
1556,37,True
1558,116,True
1559,116,True
1560,103,True
1561,116,True
1562,46,True
1563,54,True
1564,21,True
1564,116,False
1566,85,True
1567,85,True
1568,85,True
1569,85,True
1570,93,True
1571,34,True
1572,52,True
1573,116,True
1574,116,True
1575,116,True
1576,96,True
1577,116,True
1578,16,True
1579,58,True
1580,116,True
1581,116,True
1583,116,True
1584,101,True
1585,116,True
1587,37,True
1588,109,True
1589,21,True
1590,46,True
1591,116,True
1592,116,True
1593,39,True
1594,100,True
1595,111,True
1596,116,True
1598,116,True
1599,85,True
1600,37,True
1600,13,False
1602,16,True
1603,85,True
1604,115,True
1605,45,True
1606,47,True
1607,86,True
1608,39,True
1609,116,True
1609,37,False
1609,95,False
1610,116,True
1611,116,True
1611,52,False
1612,116,True
1613,116,True
1614,115,True
1615,103,True
1615,52,False
1616,116,True
1617,116,True
1618,116,True
1619,116,True
1619,50,False
1619,115,False
1619,46,False
1620,115,True
1620,96,False
1621,43,True
1621,116,False
1622,7,True
1622,116,False
1623,116,True
1623,21,False
1624,116,True
1625,116,True
1625,66,False
1625,37,False
1625,115,False
1626,101,True
1627,116,True
1627,24,False
1627,21,False
1628,116,True
1629,115,True
1630,85,True
1631,85,True
1632,116,True
1633,116,True
1634,116,True
1635,101,True
1636,116,True
1637,116,True
1638,103,True
1639,46,True
1640,7,True
1641,39,True
1642,116,True
1643,52,True
1644,101,True
1645,85,True
1646,116,True
1647,116,True
1648,85,True
1649,115,True
1650,54,True
1651,115,True
1651,116,False
1652,21,True
1654,46,True
1655,78,True
1656,116,True
1657,116,True
1658,5,True
1659,34,True
1660,116,True
1661,116,True
1662,101,True
1663,34,True
1664,116,True
1665,116,True
1665,91,False
1666,57,True
1667,116,True
1668,24,True
1670,116,True
1671,46,True
1672,116,True
1673,116,True
1674,46,True
1675,46,True
1676,46,True
1677,46,True
1678,85,True
1679,46,True
1680,46,True
1681,46,True
1682,116,True
1683,85,True
1684,46,True
1685,116,True
1686,116,True
1686,54,False
1687,116,True
1688,116,True
1689,116,True
1690,115,True
1690,116,False
1691,116,True
1692,116,True
1692,21,False
1693,116,True
1694,54,True
1695,116,True
1696,21,True
1697,21,True
1697,116,False
1697,50,False
1698,116,True
1699,115,True
1699,116,False
1700,116,True
1701,116,True
1702,116,True
1703,46,True
1704,116,True
1705,16,True
1706,52,True
1707,103,True
1708,85,True
1709,111,True
1710,85,True
1711,116,True
1712,101,True
1713,46,True
1714,5,True
1715,116,True
1715,21,False
1716,16,True
1717,7,True
1718,116,True
1719,116,True
1720,60,True
1720,21,False
1720,37,False
1721,8,True
1722,116,True
1723,116,True
1725,54,True
1725,21,False
1725,116,False
1726,78,True
1727,116,True
1728,109,True
1729,103,True
1729,37,False
1729,21,False
1730,116,True
1731,7,True
1732,116,True
1733,85,True
1734,5,True
1735,21,True
1736,85,True
1737,116,True
1738,34,True
1739,21,True
1740,21,True
1741,106,True
1742,46,True
1743,39,True
1744,54,True
1747,21,True
1748,21,True
1748,116,False
1749,116,True
1750,116,True
1751,116,True
1752,116,True
1753,116,True
1754,21,True
1755,116,True
1756,116,True
1757,116,True
1758,116,True
1759,21,True
1760,30,True
1760,96,False
1760,21,False
1760,116,False
1761,116,True
1761,37,False
1761,30,False
1762,116,True
1763,116,True
1763,24,False
1763,25,False
1764,116,True
1765,115,True
1765,37,False
1765,39,False
1765,116,False
1766,37,True
1766,116,False
1767,101,True
1768,103,True
1768,110,False
1768,116,False
1769,116,True
1770,101,True
1771,116,True
1772,16,True
1773,79,True
1774,7,True
1775,116,True
1776,115,True
1777,78,True
1778,46,True
1780,116,True
1781,37,True
1782,116,True
1783,52,True
1784,68,True
1784,103,False
1785,85,True
1786,116,True
1788,116,True
1789,86,True
1790,116,True
1791,116,True
1792,116,True
1793,5,True
1794,116,True
1795,109,True
1796,46,True
1797,50,True
1797,63,False
1797,13,False
1798,7,True
1799,16,True
1800,39,True
1801,116,True
1802,24,True
1802,116,False
1803,116,True
1804,103,True
1805,116,True
1806,116,True
1807,79,True
1808,85,True
1809,115,True
1810,85,True
1811,21,True
1811,13,False
1812,116,True
1813,21,True
1813,115,False
1814,116,True
1815,115,True
1816,21,True
1817,116,True
1818,60,True
1819,60,True
1820,60,True
1821,60,True
1821,114,False
1821,37,False
1821,107,False
1821,39,False
1822,60,True
1823,37,True
1823,13,False
1823,52,False
1824,60,True
1825,60,True
1825,116,False
1825,114,False
1826,60,True
1826,37,False
1827,37,True
1827,60,False
1828,37,True
1828,60,False
1828,115,False
1830,37,True
1830,79,False
1830,60,False
1830,13,False
1831,60,True
1832,60,True
1832,21,False
1832,37,False
1833,106,True
1833,29,False
1833,115,False
1833,30,False
1833,75,False
1834,116,True
1835,101,True
1836,115,True
1837,57,True
1838,116,True
1839,116,True
1840,37,True
1841,68,True
1841,103,False
1842,116,True
1843,116,True
1843,115,False
1843,46,False
1844,116,True
1844,91,False
1845,116,True
1846,116,True
1847,34,True
1848,115,True
1849,116,True
1850,47,True
1850,75,False
1851,47,True
1852,116,True
1853,116,True
1854,46,True
1855,116,True
1856,109,True
1857,116,True
1858,68,True
1859,46,True
1860,115,True
1861,116,True
1862,46,True
1863,46,True
1864,46,True
1865,116,True
1866,46,True
1867,46,True
1868,116,True
1869,116,True
1870,46,True
1871,111,True
1871,101,False
1872,21,True
1873,116,True
1874,116,True
1875,37,True
1876,101,True
1877,5,True
1878,101,True
1879,116,True
1879,21,False
1880,116,True
1881,91,True
1882,116,True
1883,115,True
1884,21,True
1885,116,True
1886,46,True
1887,116,True
1887,115,False
1888,21,True
1889,111,True
1892,111,True
1894,116,True
1895,116,True
1896,7,True
1897,78,True
1898,46,True
1899,52,True
1900,111,True
1901,116,True
1902,68,True
1903,65,True
1904,95,True
1904,116,False
1905,116,True
1906,100,True
1907,116,True
1908,101,True
1909,54,True
1910,116,True
1911,16,True
1912,116,True
1913,76,True
1914,116,True
1914,68,False
1916,39,True
1916,29,False
1917,116,True
1917,115,False
1918,5,True
1919,54,True
1921,93,True
1922,116,True
1922,17,False
1923,116,True
1924,116,True
1925,116,True
1926,68,True
1927,116,True
1928,73,True
1929,54,True
1930,116,True
1931,115,True
1931,57,False
1932,116,True
1933,116,True
1934,7,True
1935,116,True
1936,116,True
1937,116,True
1938,100,True
1938,116,False
1939,46,True
1940,46,True
1941,46,True
1942,46,True
1943,46,True
1944,46,True
1945,46,True
1946,46,True
1947,46,True
1948,116,True
1949,116,True
1950,116,True
1951,46,True
1952,39,True
1955,116,True
1956,101,True
1958,116,True
1958,46,False
1959,116,True
1960,115,True
1961,116,True
1962,116,True
1963,116,True
1964,54,True
1965,54,True
1966,54,True
1967,54,True
1968,54,True
1970,54,True
1971,34,True
1972,46,True
1973,46,True
1975,46,True
1976,46,True
1977,46,True
1978,46,True
1979,116,True
1980,116,True
1981,116,True
1982,47,True
1983,46,True
1985,37,True
1986,115,True
1988,116,True
1989,39,True
1990,52,True
1991,116,True
1992,115,True
1992,37,False
1992,39,False
1992,103,False
1994,86,True
1995,116,True
1996,116,True
1997,103,True
1998,115,True
1998,37,False
1998,116,False
1998,13,False
1998,63,False
1998,24,False
1998,39,False
1999,115,True
2000,110,True
2000,116,False
2001,115,True
2002,37,True
2002,116,False
2003,116,True
2004,116,True
2004,37,False
2004,21,False
2004,13,False
2006,78,True
2007,115,True
2007,24,False
2008,68,True
2009,37,True
2010,116,True
2011,116,True
2012,39,True
2012,24,False
2012,115,False
2013,103,True
2014,115,True
2016,46,True
2017,46,True
2018,46,True
2019,46,True
2020,46,True
2021,46,True
2022,116,True
2023,116,True
2024,46,True
2025,111,True
2026,46,True
2027,46,True
2028,47,True
2029,34,True
2030,116,True
2031,46,True
2032,37,True
2033,116,True
2034,103,True
2035,5,True
2036,116,True
2037,101,True
2038,101,True
2039,100,True
2040,111,True
2042,116,True
2043,7,True
2043,76,False
2043,116,False
2044,115,True
2045,116,True
2046,116,True
2047,100,True
2048,116,True
2049,78,True
2050,85,True
2051,16,True
2052,47,True
2053,116,True
2054,115,True
2055,116,True
2056,39,True
2057,39,True
2057,116,False
2058,120,True
2060,43,True
2060,45,False
2060,116,False
2061,85,True
2062,75,True
2063,54,True
2064,116,True
